2016-07-19 20:43:08 install bsdutils:amd64 <none> 1:2.27.1-6ubuntu3
2016-07-19 20:43:08 status half-installed bsdutils:amd64 1:2.27.1-6ubuntu3
2016-07-19 20:43:08 status unpacked bsdutils:amd64 1:2.27.1-6ubuntu3
2016-07-19 20:43:08 status unpacked bsdutils:amd64 1:2.27.1-6ubuntu3
2016-07-19 20:43:08 install coreutils:amd64 <none> 8.25-2ubuntu2
2016-07-19 20:43:08 status half-installed coreutils:amd64 8.25-2ubuntu2
2016-07-19 20:43:08 status unpacked coreutils:amd64 8.25-2ubuntu2
2016-07-19 20:43:08 status unpacked coreutils:amd64 8.25-2ubuntu2
2016-07-19 20:43:08 install dash:amd64 <none> 0.5.8-2.1ubuntu2
2016-07-19 20:43:08 status half-installed dash:amd64 0.5.8-2.1ubuntu2
2016-07-19 20:43:08 status unpacked dash:amd64 0.5.8-2.1ubuntu2
2016-07-19 20:43:08 status unpacked dash:amd64 0.5.8-2.1ubuntu2
2016-07-19 20:43:08 upgrade debconf:all 1.5.58ubuntu1 1.5.58ubuntu1
2016-07-19 20:43:08 status half-configured debconf:all 1.5.58ubuntu1
2016-07-19 20:43:08 status unpacked debconf:all 1.5.58ubuntu1
2016-07-19 20:43:08 status half-installed debconf:all 1.5.58ubuntu1
2016-07-19 20:43:08 status half-installed debconf:all 1.5.58ubuntu1
2016-07-19 20:43:08 status unpacked debconf:all 1.5.58ubuntu1
2016-07-19 20:43:08 status unpacked debconf:all 1.5.58ubuntu1
2016-07-19 20:43:08 install debianutils:amd64 <none> 4.7
2016-07-19 20:43:08 status half-installed debianutils:amd64 4.7
2016-07-19 20:43:08 status unpacked debianutils:amd64 4.7
2016-07-19 20:43:08 status unpacked debianutils:amd64 4.7
2016-07-19 20:43:08 install diffutils:amd64 <none> 1:3.3-3
2016-07-19 20:43:08 status half-installed diffutils:amd64 1:3.3-3
2016-07-19 20:43:08 status unpacked diffutils:amd64 1:3.3-3
2016-07-19 20:43:09 status unpacked diffutils:amd64 1:3.3-3
2016-07-19 20:43:09 upgrade dpkg:amd64 1.18.4ubuntu1 1.18.4ubuntu1
2016-07-19 20:43:09 status half-configured dpkg:amd64 1.18.4ubuntu1
2016-07-19 20:43:09 status unpacked dpkg:amd64 1.18.4ubuntu1
2016-07-19 20:43:09 status half-installed dpkg:amd64 1.18.4ubuntu1
2016-07-19 20:43:09 status half-installed dpkg:amd64 1.18.4ubuntu1
2016-07-19 20:43:09 status unpacked dpkg:amd64 1.18.4ubuntu1
2016-07-19 20:43:09 status unpacked dpkg:amd64 1.18.4ubuntu1
2016-07-19 20:43:09 install e2fslibs:amd64 <none> 1.42.13-1ubuntu1
2016-07-19 20:43:09 status half-installed e2fslibs:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:09 status unpacked e2fslibs:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:09 status unpacked e2fslibs:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:09 install e2fsprogs:amd64 <none> 1.42.13-1ubuntu1
2016-07-19 20:43:09 status half-installed e2fsprogs:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:09 status unpacked e2fsprogs:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:09 status unpacked e2fsprogs:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:09 install findutils:amd64 <none> 4.6.0+git+20160126-2
2016-07-19 20:43:09 status half-installed findutils:amd64 4.6.0+git+20160126-2
2016-07-19 20:43:09 status unpacked findutils:amd64 4.6.0+git+20160126-2
2016-07-19 20:43:09 status unpacked findutils:amd64 4.6.0+git+20160126-2
2016-07-19 20:43:09 install gcc-6-base:amd64 <none> 6.0.1-0ubuntu1
2016-07-19 20:43:09 status half-installed gcc-6-base:amd64 6.0.1-0ubuntu1
2016-07-19 20:43:09 status unpacked gcc-6-base:amd64 6.0.1-0ubuntu1
2016-07-19 20:43:09 status unpacked gcc-6-base:amd64 6.0.1-0ubuntu1
2016-07-19 20:43:09 install grep:amd64 <none> 2.24-1
2016-07-19 20:43:09 status half-installed grep:amd64 2.24-1
2016-07-19 20:43:09 status unpacked grep:amd64 2.24-1
2016-07-19 20:43:09 status unpacked grep:amd64 2.24-1
2016-07-19 20:43:09 install gzip:amd64 <none> 1.6-4ubuntu1
2016-07-19 20:43:09 status half-installed gzip:amd64 1.6-4ubuntu1
2016-07-19 20:43:09 status unpacked gzip:amd64 1.6-4ubuntu1
2016-07-19 20:43:09 status unpacked gzip:amd64 1.6-4ubuntu1
2016-07-19 20:43:09 install hostname:amd64 <none> 3.16ubuntu2
2016-07-19 20:43:09 status half-installed hostname:amd64 3.16ubuntu2
2016-07-19 20:43:09 status unpacked hostname:amd64 3.16ubuntu2
2016-07-19 20:43:09 status unpacked hostname:amd64 3.16ubuntu2
2016-07-19 20:43:09 install init:amd64 <none> 1.29ubuntu1
2016-07-19 20:43:09 status half-installed init:amd64 1.29ubuntu1
2016-07-19 20:43:09 status unpacked init:amd64 1.29ubuntu1
2016-07-19 20:43:09 status unpacked init:amd64 1.29ubuntu1
2016-07-19 20:43:09 install init-system-helpers:all <none> 1.29ubuntu1
2016-07-19 20:43:09 status half-installed init-system-helpers:all 1.29ubuntu1
2016-07-19 20:43:09 status unpacked init-system-helpers:all 1.29ubuntu1
2016-07-19 20:43:09 status unpacked init-system-helpers:all 1.29ubuntu1
2016-07-19 20:43:09 install initscripts:amd64 <none> 2.88dsf-59.3ubuntu2
2016-07-19 20:43:09 status half-installed initscripts:amd64 2.88dsf-59.3ubuntu2
2016-07-19 20:43:09 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2016-07-19 20:43:09 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2016-07-19 20:43:09 install insserv:amd64 <none> 1.14.0-5ubuntu3
2016-07-19 20:43:09 status half-installed insserv:amd64 1.14.0-5ubuntu3
2016-07-19 20:43:09 status unpacked insserv:amd64 1.14.0-5ubuntu3
2016-07-19 20:43:09 status unpacked insserv:amd64 1.14.0-5ubuntu3
2016-07-19 20:43:09 install libacl1:amd64 <none> 2.2.52-3
2016-07-19 20:43:09 status half-installed libacl1:amd64 2.2.52-3
2016-07-19 20:43:09 status unpacked libacl1:amd64 2.2.52-3
2016-07-19 20:43:09 status unpacked libacl1:amd64 2.2.52-3
2016-07-19 20:43:09 install libapparmor1:amd64 <none> 2.10.95-0ubuntu2
2016-07-19 20:43:09 status half-installed libapparmor1:amd64 2.10.95-0ubuntu2
2016-07-19 20:43:09 status unpacked libapparmor1:amd64 2.10.95-0ubuntu2
2016-07-19 20:43:09 status unpacked libapparmor1:amd64 2.10.95-0ubuntu2
2016-07-19 20:43:09 install libattr1:amd64 <none> 1:2.4.47-2
2016-07-19 20:43:09 status half-installed libattr1:amd64 1:2.4.47-2
2016-07-19 20:43:09 status unpacked libattr1:amd64 1:2.4.47-2
2016-07-19 20:43:09 status unpacked libattr1:amd64 1:2.4.47-2
2016-07-19 20:43:09 install libaudit-common:all <none> 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 status half-installed libaudit-common:all 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 status unpacked libaudit-common:all 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 install libaudit1:amd64 <none> 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 status half-installed libaudit1:amd64 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 status unpacked libaudit1:amd64 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 status unpacked libaudit1:amd64 1:2.4.5-1ubuntu2
2016-07-19 20:43:09 install libblkid1:amd64 <none> 2.27.1-6ubuntu3
2016-07-19 20:43:09 status half-installed libblkid1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:09 status unpacked libblkid1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:09 status unpacked libblkid1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:09 install libbz2-1.0:amd64 <none> 1.0.6-8
2016-07-19 20:43:09 status half-installed libbz2-1.0:amd64 1.0.6-8
2016-07-19 20:43:09 status unpacked libbz2-1.0:amd64 1.0.6-8
2016-07-19 20:43:09 status unpacked libbz2-1.0:amd64 1.0.6-8
2016-07-19 20:43:09 install libc-bin:amd64 <none> 2.23-0ubuntu3
2016-07-19 20:43:09 status half-installed libc-bin:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status unpacked libc-bin:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status unpacked libc-bin:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 upgrade libc6:amd64 2.23-0ubuntu3 2.23-0ubuntu3
2016-07-19 20:43:10 status half-configured libc6:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status unpacked libc6:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status half-installed libc6:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status half-installed libc6:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status unpacked libc6:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 status unpacked libc6:amd64 2.23-0ubuntu3
2016-07-19 20:43:10 install libcap2:amd64 <none> 1:2.24-12
2016-07-19 20:43:10 status half-installed libcap2:amd64 1:2.24-12
2016-07-19 20:43:10 status unpacked libcap2:amd64 1:2.24-12
2016-07-19 20:43:10 status unpacked libcap2:amd64 1:2.24-12
2016-07-19 20:43:10 install libcap2-bin:amd64 <none> 1:2.24-12
2016-07-19 20:43:10 status half-installed libcap2-bin:amd64 1:2.24-12
2016-07-19 20:43:10 status unpacked libcap2-bin:amd64 1:2.24-12
2016-07-19 20:43:10 status unpacked libcap2-bin:amd64 1:2.24-12
2016-07-19 20:43:10 install libcomerr2:amd64 <none> 1.42.13-1ubuntu1
2016-07-19 20:43:10 status half-installed libcomerr2:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:10 status unpacked libcomerr2:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:10 status unpacked libcomerr2:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:10 install libcryptsetup4:amd64 <none> 2:1.6.6-5ubuntu2
2016-07-19 20:43:10 status half-installed libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2016-07-19 20:43:10 status unpacked libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2016-07-19 20:43:10 status unpacked libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2016-07-19 20:43:10 install libdb5.3:amd64 <none> 5.3.28-11
2016-07-19 20:43:10 status half-installed libdb5.3:amd64 5.3.28-11
2016-07-19 20:43:11 status unpacked libdb5.3:amd64 5.3.28-11
2016-07-19 20:43:11 status unpacked libdb5.3:amd64 5.3.28-11
2016-07-19 20:43:11 install libdebconfclient0:amd64 <none> 0.198ubuntu1
2016-07-19 20:43:11 status half-installed libdebconfclient0:amd64 0.198ubuntu1
2016-07-19 20:43:11 status unpacked libdebconfclient0:amd64 0.198ubuntu1
2016-07-19 20:43:11 status unpacked libdebconfclient0:amd64 0.198ubuntu1
2016-07-19 20:43:11 install libdevmapper1.02.1:amd64 <none> 2:1.02.110-1ubuntu10
2016-07-19 20:43:11 status half-installed libdevmapper1.02.1:amd64 2:1.02.110-1ubuntu10
2016-07-19 20:43:11 status unpacked libdevmapper1.02.1:amd64 2:1.02.110-1ubuntu10
2016-07-19 20:43:11 status unpacked libdevmapper1.02.1:amd64 2:1.02.110-1ubuntu10
2016-07-19 20:43:11 install libfdisk1:amd64 <none> 2.27.1-6ubuntu3
2016-07-19 20:43:11 status half-installed libfdisk1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:11 status unpacked libfdisk1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:11 status unpacked libfdisk1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:11 install libgcc1:amd64 <none> 1:6.0.1-0ubuntu1
2016-07-19 20:43:11 status half-installed libgcc1:amd64 1:6.0.1-0ubuntu1
2016-07-19 20:43:11 status unpacked libgcc1:amd64 1:6.0.1-0ubuntu1
2016-07-19 20:43:11 status unpacked libgcc1:amd64 1:6.0.1-0ubuntu1
2016-07-19 20:43:11 install libgcrypt20:amd64 <none> 1.6.5-2
2016-07-19 20:43:11 status half-installed libgcrypt20:amd64 1.6.5-2
2016-07-19 20:43:11 status unpacked libgcrypt20:amd64 1.6.5-2
2016-07-19 20:43:11 status unpacked libgcrypt20:amd64 1.6.5-2
2016-07-19 20:43:11 install libgpg-error0:amd64 <none> 1.21-2ubuntu1
2016-07-19 20:43:11 status half-installed libgpg-error0:amd64 1.21-2ubuntu1
2016-07-19 20:43:11 status unpacked libgpg-error0:amd64 1.21-2ubuntu1
2016-07-19 20:43:11 status unpacked libgpg-error0:amd64 1.21-2ubuntu1
2016-07-19 20:43:11 install libkmod2:amd64 <none> 22-1ubuntu4
2016-07-19 20:43:11 status half-installed libkmod2:amd64 22-1ubuntu4
2016-07-19 20:43:11 status unpacked libkmod2:amd64 22-1ubuntu4
2016-07-19 20:43:11 status unpacked libkmod2:amd64 22-1ubuntu4
2016-07-19 20:43:11 install liblzma5:amd64 <none> 5.1.1alpha+20120614-2ubuntu2
2016-07-19 20:43:11 status half-installed liblzma5:amd64 5.1.1alpha+20120614-2ubuntu2
2016-07-19 20:43:11 status unpacked liblzma5:amd64 5.1.1alpha+20120614-2ubuntu2
2016-07-19 20:43:11 status unpacked liblzma5:amd64 5.1.1alpha+20120614-2ubuntu2
2016-07-19 20:43:11 install libmount1:amd64 <none> 2.27.1-6ubuntu3
2016-07-19 20:43:11 status half-installed libmount1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:11 status unpacked libmount1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:11 status unpacked libmount1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:11 install libncurses5:amd64 <none> 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 status half-installed libncurses5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 status unpacked libncurses5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 status unpacked libncurses5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 install libncursesw5:amd64 <none> 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 status half-installed libncursesw5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 status unpacked libncursesw5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 status unpacked libncursesw5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:11 install libpam-modules:amd64 <none> 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status half-installed libpam-modules:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 install libpam-modules-bin:amd64 <none> 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status half-installed libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 install libpam-runtime:all <none> 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status half-installed libpam-runtime:all 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 install libpam0g:amd64 <none> 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status half-installed libpam0g:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2
2016-07-19 20:43:11 install libpcre3:amd64 <none> 2:8.38-3.1
2016-07-19 20:43:11 status half-installed libpcre3:amd64 2:8.38-3.1
2016-07-19 20:43:12 status unpacked libpcre3:amd64 2:8.38-3.1
2016-07-19 20:43:12 status unpacked libpcre3:amd64 2:8.38-3.1
2016-07-19 20:43:12 install libprocps4:amd64 <none> 2:3.3.10-4ubuntu2
2016-07-19 20:43:12 status half-installed libprocps4:amd64 2:3.3.10-4ubuntu2
2016-07-19 20:43:12 status unpacked libprocps4:amd64 2:3.3.10-4ubuntu2
2016-07-19 20:43:12 status unpacked libprocps4:amd64 2:3.3.10-4ubuntu2
2016-07-19 20:43:12 install libseccomp2:amd64 <none> 2.2.3-3ubuntu3
2016-07-19 20:43:12 status half-installed libseccomp2:amd64 2.2.3-3ubuntu3
2016-07-19 20:43:12 status unpacked libseccomp2:amd64 2.2.3-3ubuntu3
2016-07-19 20:43:12 status unpacked libseccomp2:amd64 2.2.3-3ubuntu3
2016-07-19 20:43:12 install libselinux1:amd64 <none> 2.4-3build2
2016-07-19 20:43:12 status half-installed libselinux1:amd64 2.4-3build2
2016-07-19 20:43:12 status unpacked libselinux1:amd64 2.4-3build2
2016-07-19 20:43:12 status unpacked libselinux1:amd64 2.4-3build2
2016-07-19 20:43:12 install libsemanage-common:all <none> 2.3-1build3
2016-07-19 20:43:12 status half-installed libsemanage-common:all 2.3-1build3
2016-07-19 20:43:12 status unpacked libsemanage-common:all 2.3-1build3
2016-07-19 20:43:12 status unpacked libsemanage-common:all 2.3-1build3
2016-07-19 20:43:12 install libsemanage1:amd64 <none> 2.3-1build3
2016-07-19 20:43:12 status half-installed libsemanage1:amd64 2.3-1build3
2016-07-19 20:43:12 status unpacked libsemanage1:amd64 2.3-1build3
2016-07-19 20:43:12 status unpacked libsemanage1:amd64 2.3-1build3
2016-07-19 20:43:12 install libsepol1:amd64 <none> 2.4-2
2016-07-19 20:43:12 status half-installed libsepol1:amd64 2.4-2
2016-07-19 20:43:12 status unpacked libsepol1:amd64 2.4-2
2016-07-19 20:43:12 status unpacked libsepol1:amd64 2.4-2
2016-07-19 20:43:12 install libsmartcols1:amd64 <none> 2.27.1-6ubuntu3
2016-07-19 20:43:12 status half-installed libsmartcols1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:12 status unpacked libsmartcols1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:12 status unpacked libsmartcols1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:12 install libss2:amd64 <none> 1.42.13-1ubuntu1
2016-07-19 20:43:12 status half-installed libss2:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:12 status unpacked libss2:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:12 status unpacked libss2:amd64 1.42.13-1ubuntu1
2016-07-19 20:43:12 install libsystemd0:amd64 <none> 229-4ubuntu4
2016-07-19 20:43:12 status half-installed libsystemd0:amd64 229-4ubuntu4
2016-07-19 20:43:12 status unpacked libsystemd0:amd64 229-4ubuntu4
2016-07-19 20:43:12 status unpacked libsystemd0:amd64 229-4ubuntu4
2016-07-19 20:43:12 install libtinfo5:amd64 <none> 6.0+20160213-1ubuntu1
2016-07-19 20:43:12 status half-installed libtinfo5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:12 status unpacked libtinfo5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:12 status unpacked libtinfo5:amd64 6.0+20160213-1ubuntu1
2016-07-19 20:43:12 install libudev1:amd64 <none> 229-4ubuntu4
2016-07-19 20:43:12 status half-installed libudev1:amd64 229-4ubuntu4
2016-07-19 20:43:12 status unpacked libudev1:amd64 229-4ubuntu4
2016-07-19 20:43:12 status unpacked libudev1:amd64 229-4ubuntu4
2016-07-19 20:43:12 install libustr-1.0-1:amd64 <none> 1.0.4-5
2016-07-19 20:43:12 status half-installed libustr-1.0-1:amd64 1.0.4-5
2016-07-19 20:43:12 status unpacked libustr-1.0-1:amd64 1.0.4-5
2016-07-19 20:43:12 status unpacked libustr-1.0-1:amd64 1.0.4-5
2016-07-19 20:43:12 install libuuid1:amd64 <none> 2.27.1-6ubuntu3
2016-07-19 20:43:12 status half-installed libuuid1:amd64 2.27.1-6ubuntu3
2016-07-19 20:43:12 status unpacked libuuid1:amd64 2.27.1-6ubuntu3
